,latitude,longitude
8000,40.763290000000005,-73.99554
8001,40.76664,-73.87576999999999
8002,40.71014,-73.96253
8003,40.772529999999996,-73.95789
8004,40.721340000000005,-73.99104
8005,40.66216,-73.96114
8006,40.6874,-73.94339000000001
8007,40.778040000000004,-73.97610999999999
8008,40.73905,-74.0014
8009,40.69505,-73.93160999999999
8010,40.81192,-73.95239000000001
8011,40.66798,-73.9761
8012,40.69677,-73.97622
8013,40.708009999999994,-73.9011
8014,40.82135,-73.95521
8015,40.73556,-73.98679
8016,40.68678,-73.96044
8017,40.66746,-73.96073
8018,40.5777,-73.93988
8019,40.74174,-73.97878
8020,40.821220000000004,-73.92773000000001
8021,40.71526,-73.9867
8022,40.76877,-73.9846
8023,40.63438,-74.11518000000001
8024,40.67603,-73.95302
8025,40.70778,-73.94953000000001
8026,40.68994,-73.92125
8027,40.71998,-73.95838
8028,40.71178,-73.95684
8029,40.837759999999996,-73.94086999999999
8030,40.69542,-73.9497
8031,40.80121,-73.96163
8032,40.71546,-73.99226
8033,40.77901,-73.97596
8034,40.731629999999996,-73.95434
8035,40.70776,-73.95886
8036,40.71371,-73.95433
8037,40.7802,-73.90913
8038,40.70472,-73.93784000000001
8039,40.85901,-73.92874
8040,40.66356,-73.95666999999999
8041,40.6681,-73.98319000000001
8042,40.72182,-73.99263
8043,40.71776,-73.94538
8044,40.778890000000004,-73.98155
8045,40.79422,-73.97565
8046,40.81143,-73.95987
8047,40.83562,-73.94581
8048,40.81422,-73.95199000000001
8049,40.856770000000004,-73.93715
8050,40.784279999999995,-73.94872
8051,40.71295,-73.93715999999999
8052,40.79614,-73.93786999999999
8053,40.80686,-73.9554
8054,40.73697,-73.98074
8055,40.685559999999995,-73.96238000000001
8056,40.689009999999996,-73.94054
8057,40.70431,-73.94528000000001
8058,40.7137,-73.94214000000001
8059,40.72551,-73.97893
8060,40.68346,-73.96264000000001
8061,40.62672,-74.02802
8062,40.723420000000004,-73.99292
8063,40.74253,-73.9549
8064,40.71479,-73.96048
8065,40.72014,-73.99268000000001
8066,40.80301,-73.96644
8067,40.823370000000004,-73.94529
8068,40.714,-73.96253
8069,40.755309999999994,-73.96600000000001
8070,40.76449,-73.96169
8071,40.78302,-73.98057
8072,40.67998,-73.9452
8073,40.65336,-73.94345
8074,40.68465,-73.96051
8075,40.626740000000005,-74.02996
8076,40.74409,-73.97145
8077,40.70834,-73.96646
8078,40.7755,-73.9475
8079,40.79445,-73.93307
8080,40.77262,-73.92364
8081,40.78078,-73.97466
8082,40.58148,-73.96696
8083,40.675540000000005,-73.96835
8084,40.681999999999995,-73.92246
8085,40.76497,-73.9933
8086,40.68465,-73.8684
8087,40.649429999999995,-73.96245
8088,40.71046,-73.96054000000001
8089,40.67986,-73.94259
8090,40.665859999999995,-73.97948000000001
8091,40.84819,-73.90648
8092,40.678470000000004,-73.96694000000001
8093,40.80373,-73.95523
8094,40.68403,-73.93641
8095,40.68549,-73.93531999999999
8096,40.68517,-73.9369
8097,40.72587,-73.98244
8098,40.71475,-73.93782
8099,40.85475,-73.93372
8100,40.71905,-73.93905
8101,40.762879999999996,-73.96084
8102,40.828829999999996,-73.88854
8103,40.85228,-73.93498000000001
